            z         mean           se      std_dev
   -67.500000     0.000000     0.000000     0.000000
   -66.500000     0.000004     0.000004     0.000012
   -65.500000     0.000003     0.000003     0.000009
   -64.500000     0.000005     0.000005     0.000015
   -63.500000     0.000006     0.000006     0.000018
   -62.500000     0.000004     0.000004     0.000012
   -61.500000     0.000008     0.000008     0.000024
   -60.500000     0.000003     0.000003     0.000009
   -59.500000     0.000004     0.000004     0.000012
   -58.500000     0.000005     0.000005     0.000015
   -57.500000     0.000003     0.000003     0.000009
   -56.500000     0.000009     0.000009     0.000027
   -55.500000     0.000005     0.000005     0.000015
   -54.500000     0.000006     0.000006     0.000018
   -53.500000     0.000012     0.000012     0.000036
   -52.500000     0.000008     0.000008     0.000024
   -51.500000     0.000009     0.000009     0.000027
   -50.500000     0.000008     0.000008     0.000024
   -49.500000     0.000006     0.000006     0.000018
   -48.500000     0.000008     0.000008     0.000024
   -47.500000     0.000004     0.000004     0.000012
   -46.500000     0.000007     0.000007     0.000021
   -45.500000     0.000009     0.000009     0.000027
   -44.500000     0.000009     0.000009     0.000027
   -43.500000     0.000014     0.000014     0.000042
   -42.500000     0.000014     0.000014     0.000042
   -41.500000     0.000013     0.000013     0.000039
   -40.500000     0.000017     0.000017     0.000051
   -39.500000     0.000013     0.000013     0.000039
   -38.500000     0.000018     0.000018     0.000054
   -37.500000     0.000015     0.000015     0.000045
   -36.500000     0.000018     0.000018     0.000054
   -35.500000     0.000019     0.000019     0.000057
   -34.500000     0.000015     0.000015     0.000045
   -33.500000     0.000017     0.000017     0.000051
   -32.500000     0.000015     0.000015     0.000045
   -31.500000     0.000018     0.000018     0.000054
   -30.500000     0.000017     0.000017     0.000051
   -29.500000     0.000020     0.000020     0.000060
   -28.500000     0.000021     0.000021     0.000063
   -27.500000     0.000022     0.000022     0.000066
   -26.500000     0.000023     0.000023     0.000069
   -25.500000     0.000023     0.000023     0.000069
   -24.500000     0.000011     0.000011     0.000033
   -23.500000     0.000011     0.000010     0.000030
   -22.500000     0.000010     0.000008     0.000024
   -21.500000     0.000017     0.000008     0.000024
   -20.500000     0.000028     0.000008     0.000024
   -19.500000     0.000095     0.000018     0.000054
   -18.500000     0.000292     0.000026     0.000078
   -17.500000     0.000904     0.000065     0.000195
   -16.500000     0.002173     0.000121     0.000363
   -15.500000     0.004906     0.000230     0.000690
   -14.500000     0.009651     0.000306     0.000918
   -13.500000     0.016663     0.000470     0.001410
   -12.500000     0.024043     0.000589     0.001767
   -11.500000     0.030408     0.000745     0.002235
   -10.500000     0.033582     0.000812     0.002436
    -9.500000     0.033964     0.000533     0.001599
    -8.500000     0.032010     0.000334     0.001002
    -7.500000     0.030515     0.000349     0.001047
    -6.500000     0.030774     0.000376     0.001128
    -5.500000     0.033149     0.000299     0.000897
    -4.500000     0.036832     0.000455     0.001365
    -3.500000     0.041243     0.000447     0.001341
    -2.500000     0.045536     0.000615     0.001845
    -1.500000     0.048802     0.000691     0.002073
    -0.500000     0.050337     0.000664     0.001992
     0.500000     0.050321     0.000681     0.002043
     1.500000     0.048853     0.000541     0.001623
     2.500000     0.045895     0.000533     0.001599
     3.500000     0.041738     0.000469     0.001407
     4.500000     0.037146     0.000283     0.000849
     5.500000     0.032879     0.000285     0.000855
     6.500000     0.030505     0.000449     0.001347
     7.500000     0.029765     0.000405     0.001215
     8.500000     0.031297     0.000415     0.001245
     9.500000     0.032725     0.000351     0.001053
    10.500000     0.032008     0.000665     0.001995
    11.500000     0.028034     0.000776     0.002328
    12.500000     0.022062     0.000568     0.001704
    13.500000     0.014697     0.000446     0.001338
    14.500000     0.008415     0.000338     0.001014
    15.500000     0.004181     0.000234     0.000702
    16.500000     0.001841     0.000154     0.000462
    17.500000     0.000754     0.000070     0.000210
    18.500000     0.000271     0.000034     0.000102
    19.500000     0.000091     0.000020     0.000060
    20.500000     0.000034     0.000015     0.000045
    21.500000     0.000007     0.000003     0.000009
    22.500000     0.000001     0.000001     0.000003
    23.500000     0.000000     0.000000     0.000000
    24.500000     0.000000     0.000000     0.000000
    25.500000     0.000000     0.000000     0.000000
    26.500000     0.000000     0.000000     0.000000
    27.500000     0.000000     0.000000     0.000000
    28.500000     0.000000     0.000000     0.000000
    29.500000     0.000000     0.000000     0.000000
    30.500000     0.000000     0.000000     0.000000
    31.500000     0.000000     0.000000     0.000000
    32.500000     0.000000     0.000000     0.000000
    33.500000     0.000000     0.000000     0.000000
    34.500000     0.000000     0.000000     0.000000
    35.500000     0.000000     0.000000     0.000000
    36.500000     0.000000     0.000000     0.000000
    37.500000     0.000000     0.000000     0.000000
    38.500000     0.000000     0.000000     0.000000
    39.500000     0.000000     0.000000     0.000000
    40.500000     0.000000     0.000000     0.000000
    41.500000     0.000000     0.000000     0.000000
    42.500000     0.000000     0.000000     0.000000
    43.500000     0.000000     0.000000     0.000000
    44.500000     0.000000     0.000000     0.000000
    45.500000     0.000000     0.000000     0.000000
    46.500000     0.000000     0.000000     0.000000
    47.500000     0.000000     0.000000     0.000000
    48.500000     0.000000     0.000000     0.000000
    49.500000     0.000000     0.000000     0.000000
    50.500000     0.000000     0.000000     0.000000
    51.500000     0.000000     0.000000     0.000000
    52.500000     0.000000     0.000000     0.000000
    53.500000     0.000000     0.000000     0.000000
    54.500000     0.000001     0.000001     0.000003
    55.500000     0.000000     0.000000     0.000000
    56.500000     0.000001     0.000001     0.000003
    57.500000     0.000001     0.000001     0.000003
    58.500000     0.000001     0.000001     0.000003
    59.500000     0.000000     0.000000     0.000000
    60.500000     0.000001     0.000001     0.000003
    61.500000     0.000002     0.000002     0.000006
    62.500000     0.000003     0.000003     0.000009
    63.500000     0.000003     0.000003     0.000009
    64.500000     0.000006     0.000006     0.000018
    65.500000     0.000005     0.000005     0.000015
    66.500000     0.000004     0.000004     0.000012
    67.500000     0.000006     0.000006     0.000018
    68.500000     0.000003     0.000003     0.000009
    69.500000     0.000007     0.000007     0.000021
    70.500000     0.000003     0.000003     0.000009
    71.500000     0.000001     0.000001     0.000003
